ACCESSIONNUMBER	FILE_NUM	FILING_DATE	SIC_CODE	SCHEMAVERSION	SUBMISSIONTYPE	TESTORLIVE	OVER100PERSONSFLAG	OVER100ISSUERFLAG
0002032623-24-000002	021-530718               	27-NOV-2024		X0708	D	LIVE		
0002044740-24-000002	021-530717               	27-NOV-2024		X0708	D	LIVE		
0002045592-24-000001	021-530716               	27-NOV-2024		X0708	D	LIVE		
0002044657-24-000002	021-530715               	27-NOV-2024		X0708	D	LIVE		
0001756375-24-000001	021-324332               	27-NOV-2024		X0708	D/A	LIVE		
0002046439-24-000001	021-530714               	27-NOV-2024		X0708	D	LIVE		
0002045575-24-000001	021-530713               	27-NOV-2024		X0708	D	LIVE		
0001755811-24-000001	021-324340               	27-NOV-2024		X0708	D/A	LIVE		
0002046415-24-000003	021-530712               	27-NOV-2024		X0708	D	LIVE		
0002046470-24-000001	021-530711               	27-NOV-2024		X0708	D	LIVE		
0002045421-24-000001	021-530710               	27-NOV-2024		X0708	D	LIVE		
0001755809-24-000001	021-324335               	27-NOV-2024		X0708	D/A	LIVE		
0002046368-24-000001	021-530709               	27-NOV-2024		X0708	D	LIVE		
0002045641-24-000002	021-530708               	27-NOV-2024		X0708	D	LIVE		
0002006540-24-000003	021-530707               	27-NOV-2024		X0708	D	LIVE		
0001755813-24-000001	021-324328               	27-NOV-2024		X0708	D/A	LIVE		
0002045641-24-000001	021-530706               	27-NOV-2024		X0708	D	LIVE		
0001104659-24-123660	021-514096               	27-NOV-2024		X0708	D/A	LIVE		
0002042352-24-000002	021-523084               	27-NOV-2024		X0708	D/A	LIVE		
0002045815-24-000001	021-530705               	27-NOV-2024		X0708	D	LIVE		
0001958789-24-000001	021-468556               	27-NOV-2024		X0708	D/A	LIVE		
0001939790-24-000002	021-530704               	27-NOV-2024		X0708	D	LIVE		
0002045722-24-000002	021-530703               	27-NOV-2024		X0708	D	LIVE		
0002002366-24-000001	021-498268               	27-NOV-2024		X0708	D/A	LIVE		
0002000597-24-000001	021-530702               	27-NOV-2024	6199	X0708	D	LIVE		
0002046339-24-000003	021-530701               	27-NOV-2024		X0708	D	LIVE		
0002045789-24-000001	021-530700               	27-NOV-2024		X0708	D	LIVE		
0002043561-24-000002	021-530699               	27-NOV-2024		X0708	D	LIVE		
0002042352-24-000001	021-528324               	27-NOV-2024		X0708	D/A	LIVE		
0001727689-24-000141	021-530698               	27-NOV-2024		X0708	D	LIVE		
0001645671-24-000001	021-530697               	27-NOV-2024		X0708	D	LIVE		
0001952621-24-000001	021-466142               	27-NOV-2024		X0708	D/A	LIVE		
0002045457-24-000001	021-530696               	27-NOV-2024		X0708	D	LIVE		
0002046339-24-000002	021-530695               	27-NOV-2024		X0708	D	LIVE		
0001431852-24-000001	021-530694               	27-NOV-2024	1040	X0708	D	LIVE		
0001533950-24-000008	021-128325               	27-NOV-2024		X0708	D/A	LIVE		
0002046519-24-000001	021-530693               	27-NOV-2024		X0708	D	LIVE		
0002046339-24-000001	021-530691               	27-NOV-2024		X0708	D	LIVE		
0002007560-24-000070	021-530690               	27-NOV-2024		X0708	D	LIVE		
0002043270-24-000001	021-530689               	27-NOV-2024		X0708	D	LIVE		
0002007560-24-000069	021-530688               	27-NOV-2024		X0708	D	LIVE		
0002046491-24-000001	021-530687               	27-NOV-2024		X0708	D	LIVE		
0002046331-24-000002	021-530553               	27-NOV-2024		X0708	D/A	LIVE		
0001950687-24-000001	021-466141               	27-NOV-2024		X0708	D/A	LIVE		
0001998378-24-000001	021-498223               	27-NOV-2024		X0708	D/A	LIVE		
0002046537-24-000001	021-530686               	27-NOV-2024		X0708	D	LIVE		
0002032541-24-000002	021-520666               	27-NOV-2024		X0708	D/A	LIVE		
0001998377-24-000001	021-498225               	27-NOV-2024		X0708	D/A	LIVE		
0002046484-24-000001	021-530685               	27-NOV-2024		X0708	D	LIVE		
0001710701-24-000005	021-289756               	27-NOV-2024		X0708	D/A	LIVE		
0002046453-24-000001	021-530684               	27-NOV-2024		X0708	D	LIVE		
0002046482-24-000001	021-530683               	27-NOV-2024		X0708	D	LIVE		
0001661181-24-000001	021-530682               	27-NOV-2024	2834	X0708	D	LIVE		
0002046382-24-000001	021-530681               	27-NOV-2024		X0708	D	LIVE		
0002046582-24-000001	021-530680               	27-NOV-2024		X0708	D	LIVE		
0002046380-24-000001	021-530679               	27-NOV-2024		X0708	D	LIVE		
0002007560-24-000068	021-530678               	27-NOV-2024		X0708	D	LIVE		
0002007560-24-000067	021-523505               	27-NOV-2024		X0708	D/A	LIVE		
0002046351-24-000001	021-530677               	27-NOV-2024		X0708	D	LIVE		
0001503739-24-000001	021-150205               	27-NOV-2024		X0708	D/A	LIVE		
0002046306-24-000001	021-530676               	27-NOV-2024		X0708	D	LIVE		
0002046347-24-000001	021-530675               	27-NOV-2024		X0708	D	LIVE		
0002046340-24-000001	021-530674               	27-NOV-2024		X0708	D	LIVE		
0001687636-24-000001	021-272659               	27-NOV-2024		X0708	D/A	LIVE		
0002046274-24-000002	021-530673               	27-NOV-2024		X0708	D	LIVE		
0002046294-24-000001	021-530672               	27-NOV-2024		X0708	D	LIVE		
0001942349-24-000001	021-530671               	27-NOV-2024		X0708	D	LIVE		
0002046297-24-000001	021-530670               	27-NOV-2024		X0708	D	LIVE		
0002046302-24-000001	021-530669               	27-NOV-2024		X0708	D	LIVE		
0001933648-24-000001	021-450354               	27-NOV-2024		X0708	D/A	LIVE		
0002041089-24-000001	021-530668               	27-NOV-2024		X0708	D	LIVE		
0002046273-24-000001	021-530667               	27-NOV-2024		X0708	D	LIVE		
0002046451-24-000001	021-530666               	27-NOV-2024		X0708	D	LIVE		
0002046345-24-000001	021-530665               	27-NOV-2024		X0708	D	LIVE		
0002046348-24-000001	021-530664               	27-NOV-2024		X0708	D	LIVE		
0001833073-24-000002	021-530663               	27-NOV-2024		X0708	D	LIVE		
0002046088-24-000001	021-530662               	27-NOV-2024		X0708	D	LIVE		
0002046356-24-000001	021-530661               	27-NOV-2024		X0708	D	LIVE		
0002046177-24-000001	021-530660               	27-NOV-2024		X0708	D	LIVE		
0001957539-24-000001	021-467116               	27-NOV-2024		X0708	D/A	LIVE		
0002046372-24-000001	021-530659               	27-NOV-2024		X0708	D	LIVE		
0002046385-24-000001	021-530658               	27-NOV-2024		X0708	D	LIVE		
0002000953-24-000001	021-497893               	27-NOV-2024		X0708	D/A	LIVE		
0001966864-24-000001	021-497890               	27-NOV-2024		X0708	D/A	LIVE		
0002046378-24-000001	021-530657               	27-NOV-2024		X0708	D	LIVE		
0001966821-24-000001	021-497892               	27-NOV-2024		X0708	D/A	LIVE		
0001699971-24-000002	021-282203               	27-NOV-2024		X0708	D/A	LIVE		
0002022571-24-000003	021-530656               	27-NOV-2024		X0708	D	LIVE		
0001983660-24-000001	021-530655               	27-NOV-2024		X0708	D	LIVE		
0001827723-24-000001	021-530654               	27-NOV-2024		X0708	D	LIVE		
0000950172-24-000460	021-530653               	27-NOV-2024		X0708	D	LIVE		
0002036648-24-000002	021-530652               	27-NOV-2024		X0708	D	LIVE		
0001107149-24-000001	021-54363                	27-NOV-2024		X0708	D/A	LIVE		
0001062993-24-019735	021-530651               	27-NOV-2024		X0708	D	LIVE		
0002045347-24-000001	021-530650               	27-NOV-2024		X0708	D	LIVE		
0002044345-24-000001	021-530649               	27-NOV-2024		X0708	D	LIVE		
0001062993-24-019734	021-530648               	27-NOV-2024	1400	X0708	D	LIVE		
0002046509-24-000001	021-530647               	27-NOV-2024		X0708	D	LIVE		
0002044961-24-000001	021-530646               	27-NOV-2024		X0708	D	LIVE		
0002046181-24-000002	021-530645               	27-NOV-2024		X0708	D	LIVE		
0001667630-24-000001	021-258298               	27-NOV-2024		X0708	D/A	LIVE		
0000897069-24-002210	021-438434               	27-NOV-2024		X0708	D/A	LIVE		
0002046052-24-000001	021-530644               	27-NOV-2024		X0708	D	LIVE		
0002046181-24-000001	021-530643               	27-NOV-2024		X0708	D	LIVE		
0001043039-24-000048	021-530642               	27-NOV-2024		X0708	D	LIVE		
0002025879-24-000001	021-530641               	27-NOV-2024		X0708	D	LIVE		
0001789886-24-000001	021-355687               	27-NOV-2024		X0708	D/A	LIVE		
0001765522-24-000001	021-530640               	27-NOV-2024		X0708	D	LIVE		
0001315863-24-000841	021-530639               	27-NOV-2024		X0708	D	LIVE		
0001991627-24-000001	021-498613               	27-NOV-2024		X0708	D/A	LIVE		
0000912282-24-000831	021-530692               	27-NOV-2024	1000	X0708	D	LIVE		
0001902939-24-000001	021-428010               	27-NOV-2024		X0708	D/A	LIVE		
0001013594-24-001002	021-530638               	27-NOV-2024		X0708	D	LIVE		
0001998713-24-000001	021-498601               	27-NOV-2024		X0708	D/A	LIVE		
0002045982-24-000002	021-530637               	27-NOV-2024		X0708	D	LIVE		
0002032571-24-000002	021-530636               	27-NOV-2024		X0708	D	LIVE		
0001998712-24-000001	021-498600               	27-NOV-2024		X0708	D/A	LIVE		
0002015928-24-000002	021-530635               	27-NOV-2024		X0708	D	LIVE		
0000919574-24-006920	021-498366               	27-NOV-2024		X0708	D/A	LIVE		
0002029264-24-000002	021-530634               	27-NOV-2024		X0708	D	LIVE		
0001952780-24-000001	021-530633               	27-NOV-2024		X0708	D	LIVE		
0002001956-24-000001	021-497925               	27-NOV-2024		X0708	D/A	LIVE		
0002045982-24-000001	021-530632               	27-NOV-2024		X0708	D	LIVE		
0002045570-24-000001	021-530631               	27-NOV-2024		X0708	D	LIVE		
0001971802-24-000002	021-479755               	27-NOV-2024		X0708	D/A	LIVE		
0001315863-24-000840	021-530630               	27-NOV-2024		X0708	D	LIVE		
0002045568-24-000001	021-530629               	27-NOV-2024		X0708	D	LIVE		
0001062993-24-019732	021-527639               	27-NOV-2024		X0708	D/A	LIVE		
0001062993-24-019731	021-530628               	27-NOV-2024		X0708	D	LIVE		
0000919574-24-006918	021-423508               	27-NOV-2024		X0708	D/A	LIVE		
0002039987-24-000001	021-530627               	27-NOV-2024		X0708	D	LIVE		
0000919574-24-006916	021-313863               	27-NOV-2024		X0708	D/A	LIVE		
0002045563-24-000001	021-530626               	27-NOV-2024		X0708	D	LIVE		
0002046479-24-000001	021-530625               	27-NOV-2024		X0708	D	LIVE		
0001231919-24-000091	021-530624               	27-NOV-2024		X0708	D	LIVE		
0002044136-24-000001	021-530623               	27-NOV-2024		X0708	D	LIVE		
0002045590-24-000001	021-530622               	27-NOV-2024		X0708	D	LIVE		
0001999615-24-000001	021-530621               	27-NOV-2024		X0708	D	LIVE		
0001952015-24-000001	021-466101               	27-NOV-2024		X0708	D/A	LIVE		
0001315863-24-000839	021-530620               	27-NOV-2024		X0708	D	LIVE		
0002018562-24-000027	021-511837               	27-NOV-2024		X0708	D/A	LIVE		
0001398344-24-021918	021-530619               	27-NOV-2024		X0708	D	LIVE		
0002000611-24-000001	021-498312               	27-NOV-2024		X0708	D/A	LIVE		
0002000610-24-000001	021-498315               	27-NOV-2024		X0708	D/A	LIVE		
0000919574-24-006913	021-381810               	27-NOV-2024		X0708	D/A	LIVE		
0002045585-24-000001	021-530618               	27-NOV-2024		X0708	D	LIVE		
0001393725-24-000202	021-413954               	27-NOV-2024		X0708	D/A	LIVE		
0002046497-24-000001	021-530617               	27-NOV-2024		X0708	D	LIVE		
0002006949-24-000003	021-530616               	27-NOV-2024		X0708	D	LIVE		
0000919574-24-006911	021-111849               	27-NOV-2024		X0708	D/A	LIVE		
0001576352-24-000003	021-196273               	27-NOV-2024		X0708	D/A	LIVE		
0001315863-24-000838	021-530615               	27-NOV-2024		X0708	D	LIVE		
0001993808-24-000001	021-492371               	27-NOV-2024		X0708	D/A	LIVE		
0002044843-24-000001	021-530614               	27-NOV-2024		X0708	D	LIVE		
0002044845-24-000001	021-530613               	27-NOV-2024		X0708	D	LIVE		
0002046313-24-000001	021-530612               	27-NOV-2024		X0708	D	LIVE		
0002026219-24-000012	021-517635               	27-NOV-2024		X0708	D/A	LIVE		
0002046398-24-000001	021-530611               	27-NOV-2024		X0708	D	LIVE		
0002041329-24-000001	021-530610               	27-NOV-2024		X0708	D	LIVE		
0002007701-24-000001	021-530609               	27-NOV-2024		X0708	D	LIVE		
0002046512-24-000001	021-530608               	27-NOV-2024		X0708	D	LIVE		
0002041331-24-000002	021-530607               	27-NOV-2024		X0708	D	LIVE		
0001835748-24-000004	021-382808               	27-NOV-2024		X0708	D/A	LIVE		
0000919574-24-006907	021-340422               	27-NOV-2024		X0708	D/A	LIVE		
0002000720-24-000001	021-497381               	27-NOV-2024		X0708	D/A	LIVE		
0002045436-24-000002	021-530606               	27-NOV-2024		X0708	D	LIVE		
0001795603-24-000004	021-355183               	27-NOV-2024		X0708	D/A	LIVE		
0001993062-24-000028	021-496736               	27-NOV-2024		X0708	D/A	LIVE		
0002046525-24-000001	021-530605               	27-NOV-2024		X0708	D	LIVE		
0001191832-24-000001	021-530604               	27-NOV-2024	1400	X0708	D	LIVE		
0000919574-24-006905	021-185503               	27-NOV-2024		X0708	D/A	LIVE		
0000919574-24-006903	021-236545               	27-NOV-2024		X0708	D/A	LIVE		
0002045499-24-000001	021-530603               	27-NOV-2024		X0708	D	LIVE		
0001698379-24-000002	021-530602               	27-NOV-2024		X0708	D	LIVE		
0001062993-24-019726	021-530601               	27-NOV-2024		X0708	D	LIVE		
0002043626-24-000002	021-530600               	27-NOV-2024		X0708	D	LIVE		
0001852513-24-000001	021-530599               	27-NOV-2024		X0708	D	LIVE		
0001654940-24-000001	021-249320               	27-NOV-2024		X0708	D/A	LIVE		
0002044066-24-000001	021-530598               	27-NOV-2024		X0708	D	LIVE		
0002041514-24-000002	021-530597               	27-NOV-2024		X0708	D	LIVE		
0002045636-24-000001	021-530596               	27-NOV-2024		X0708	D	LIVE		
0002046400-24-000001	021-530595               	27-NOV-2024		X0708	D	LIVE		
0001879785-24-000057	021-530594               	27-NOV-2024		X0708	D	LIVE		
0000902664-24-006789	021-423031               	27-NOV-2024		X0708	D/A	LIVE		
0001200876-24-000034	021-530593               	27-NOV-2024		X0708	D	LIVE		
0002043456-24-000002	021-530592               	27-NOV-2024		X0708	D	LIVE		
0002007453-24-000001	021-530591               	27-NOV-2024		X0708	D	LIVE		
0002007512-24-000001	021-530590               	27-NOV-2024		X0708	D	LIVE		
0001213900-24-103042	021-332949               	27-NOV-2024		X0708	D/A	LIVE		
0001213900-24-103040	021-334836               	27-NOV-2024		X0708	D/A	LIVE		
0001213900-24-103038	021-366125               	27-NOV-2024		X0708	D/A	LIVE		
0001213900-24-103036	021-332947               	27-NOV-2024		X0708	D/A	LIVE		
0002042282-24-000002	021-530589               	27-NOV-2024		X0708	D	LIVE		
0002042818-24-000002	021-530588               	27-NOV-2024		X0708	D	LIVE		
0002042106-24-000002	021-530587               	27-NOV-2024		X0708	D	LIVE		
0000902664-24-006787	021-131413               	27-NOV-2024		X0708	D/A	LIVE		
0002041847-24-000002	021-530586               	27-NOV-2024		X0708	D	LIVE		
0000902664-24-006786	021-423011               	27-NOV-2024		X0708	D/A	LIVE		
0002041162-24-000002	021-530585               	27-NOV-2024		X0708	D	LIVE		
0002046023-24-000001	021-530584               	27-NOV-2024		X0708	D	LIVE		
0002039935-24-000002	021-530583               	27-NOV-2024		X0708	D	LIVE		
0000902664-24-006785	021-530582               	27-NOV-2024		X0708	D	LIVE		
0000902664-24-006784	021-530581               	27-NOV-2024		X0708	D	LIVE		
0002039789-24-000002	021-530580               	27-NOV-2024		X0708	D	LIVE		
0002033963-24-000002	021-530579               	27-NOV-2024		X0708	D	LIVE		
0000902664-24-006783	021-493872               	27-NOV-2024		X0708	D/A	LIVE		
0002046502-24-000001	021-530574               	27-NOV-2024		X0708	D	LIVE		
0002027597-24-000001	021-530571               	27-NOV-2024		X0708	D	LIVE		
0002045304-24-000001	021-530572               	27-NOV-2024		X0708	D	LIVE		
0001975199-24-000001	021-530573               	27-NOV-2024		X0708	D	LIVE		
0002008720-24-000002	021-530575               	27-NOV-2024		X0708	D	LIVE		
0002046245-24-000001	021-530577               	27-NOV-2024		X0708	D	LIVE		
0001062993-24-019721	021-438269               	27-NOV-2024		X0708	D/A	LIVE		
0002045843-24-000002	021-530576               	27-NOV-2024		X0708	D	LIVE		
0001917920-24-000001	021-438068               	27-NOV-2024		X0708	D/A	LIVE		
0001996586-24-000006	021-530568               	27-NOV-2024		X0708	D	LIVE		
0001425438-24-000004	021-364398               	27-NOV-2024		X0708	D/A	LIVE		
0002046245-24-000002	021-530578               	27-NOV-2024		X0708	D	LIVE		
0002043247-24-000001	021-530570               	27-NOV-2024		X0708	D	LIVE		
0002014125-24-000001	021-530569               	27-NOV-2024		X0708	D	LIVE		
0001819114-24-000001	021-486138               	26-NOV-2024		X0708	D/A	LIVE		
0001893570-24-000001	021-422835               	26-NOV-2024		X0708	D/A	LIVE		
0001912599-24-000008	021-494259               	26-NOV-2024		X0708	D/A	LIVE		
0002046492-24-000001	021-530567               	26-NOV-2024		X0708	D	LIVE		
0002002471-24-000001	021-498523               	26-NOV-2024		X0708	D/A	LIVE		
0001974237-24-000001	021-479404               	26-NOV-2024		X0708	D/A	LIVE		
0002003717-24-000001	021-499190               	26-NOV-2024		X0708	D/A	LIVE		
0001316058-24-000001	021-73564                	26-NOV-2024		X0708	D/A	LIVE		
0001893568-24-000001	021-422834               	26-NOV-2024		X0708	D/A	LIVE		
0000950142-24-002849	021-519899               	26-NOV-2024		X0708	D/A	LIVE		
0000950142-24-002848	021-519898               	26-NOV-2024		X0708	D/A	LIVE		
0001986395-24-000001	021-498423               	26-NOV-2024	6798	X0708	D/A	LIVE		
0001595603-24-000002	021-530566               	26-NOV-2024		X0708	D	LIVE		
0001945436-24-000001	021-458553               	26-NOV-2024		X0708	D/A	LIVE		
0002002323-24-000001	021-498522               	26-NOV-2024		X0708	D/A	LIVE		
0002046202-24-000001	021-530565               	26-NOV-2024		X0708	D	LIVE		
0002040056-24-000002	021-530564               	26-NOV-2024		X0708	D	LIVE		
0001295594-24-000001	021-66835                	26-NOV-2024		X0708	D/A	LIVE		
0002046478-24-000001	021-530563               	26-NOV-2024		X0708	D	LIVE		
0001458495-24-000001	021-127775               	26-NOV-2024		X0708	D/A	LIVE		
0001977126-24-000001	021-497914               	26-NOV-2024		X0708	D/A	LIVE		
0002003721-24-000001	021-499188               	26-NOV-2024		X0708	D/A	LIVE		
0001945238-24-000002	021-466170               	26-NOV-2024		X0708	D/A	LIVE		
0000950142-24-002847	021-530562               	26-NOV-2024		X0708	D	LIVE		
0001776804-24-000002	021-148320               	26-NOV-2024		X0708	D/A	LIVE		
0002046270-24-000002	021-530561               	26-NOV-2024		X0708	D	LIVE		
0002046459-24-000001	021-530560               	26-NOV-2024		X0708	D	LIVE		
0000950123-24-012106	021-530559               	26-NOV-2024		X0708	D	LIVE		
0002009355-24-000008	021-530558               	26-NOV-2024		X0708	D	LIVE		
0001776804-24-000001	021-339703               	26-NOV-2024		X0708	D/A	LIVE		
0001799805-24-000001	021-357930               	26-NOV-2024		X0708	D/A	LIVE		
0001965051-24-000001	021-530557               	26-NOV-2024		X0708	D	LIVE		
0001502395-24-000002	021-357928               	26-NOV-2024		X0708	D/A	LIVE		
0001912599-24-000007	021-423314               	26-NOV-2024		X0708	D/A	LIVE		
0002043818-24-000001	021-530556               	26-NOV-2024		X0708	D	LIVE		
0001502395-24-000001	021-303995               	26-NOV-2024		X0708	D/A	LIVE		
0001944573-24-000001	021-476000               	26-NOV-2024		X0708	D/A	LIVE		
0001672713-24-000001	021-263531               	26-NOV-2024		X0708	D/A	LIVE		
0001509531-24-000003	021-153113               	26-NOV-2024		X0708	D/A	LIVE		
0002043490-24-000001	021-530555               	26-NOV-2024		X0708	D	LIVE		
0002046448-24-000001	021-530554               	26-NOV-2024		X0708	D	LIVE		
0002046331-24-000001	021-530553               	26-NOV-2024		X0708	D	LIVE		
0001641582-24-000001	021-239309               	26-NOV-2024		X0708	D/A	LIVE		
0001672622-24-000001	021-263554               	26-NOV-2024		X0708	D/A	LIVE		
0001562185-24-000002	021-186941               	26-NOV-2024		X0708	D/A	LIVE		
0001901401-24-000002	021-429663               	26-NOV-2024		X0708	D/A	LIVE		
0002034935-24-000003	021-522354               	26-NOV-2024		X0708	D/A	LIVE		
0002046010-24-000001	021-530552               	26-NOV-2024		X0708	D	LIVE		
0001512766-24-000002	021-498331               	26-NOV-2024		X0708	D/A	LIVE		
0001912599-24-000006	021-440354               	26-NOV-2024		X0708	D/A	LIVE		
0001970605-24-000003	021-530551               	26-NOV-2024		X0708	D	LIVE		
0001970605-24-000002	021-530550               	26-NOV-2024		X0708	D	LIVE		
0001752536-24-000001	021-530549               	26-NOV-2024		X0708	D	LIVE		
0001466889-24-000002	021-530548               	26-NOV-2024		X0708	D	LIVE		
0001437749-24-036260	021-431561               	26-NOV-2024		X0708	D/A	LIVE		
0001437749-24-036259	021-404029               	26-NOV-2024		X0708	D/A	LIVE		
0002046435-24-000001	021-530547               	26-NOV-2024		X0708	D	LIVE		
0001912599-24-000005	021-434809               	26-NOV-2024		X0708	D/A	LIVE		
0002042542-24-000002	021-530546               	26-NOV-2024		X0708	D	LIVE		
0002031522-24-000008	021-519657               	26-NOV-2024		X0708	D/A	LIVE		
0001315863-24-000837	021-530545               	26-NOV-2024		X0708	D	LIVE		
0002042542-24-000001	021-530544               	26-NOV-2024		X0708	D	LIVE		
0002046039-24-000001	021-530543               	26-NOV-2024		X0708	D	LIVE		
0002045979-24-000003	021-530542               	26-NOV-2024		X0708	D	LIVE		
0001952677-24-000003	021-498277               	26-NOV-2024		X0708	D/A	LIVE		
0002045439-24-000001	021-530541               	26-NOV-2024		X0708	D	LIVE		
0001140361-24-047865	021-530540               	26-NOV-2024		X0708	D	LIVE		
0001398344-24-021796	021-497984               	26-NOV-2024		X0708	D/A	LIVE		
0001944807-24-000002	021-530539               	26-NOV-2024		X0708	D	LIVE		
0001952677-24-000002	021-464182               	26-NOV-2024		X0708	D/A	LIVE		
0002046104-24-000001	021-530538               	26-NOV-2024		X0708	D	LIVE		
0002046311-24-000001	021-530537               	26-NOV-2024		X0708	D	LIVE		
0001948357-24-000020	021-459961               	26-NOV-2024		X0708	D/A	LIVE		
0002045500-24-000001	021-530536               	26-NOV-2024		X0708	D	LIVE		
0001810547-24-000003	021-366138               	26-NOV-2024		X0708	D/A	LIVE		
0002046407-24-000001	021-530535               	26-NOV-2024		X0708	D	LIVE		
0002046353-24-000001	021-530534               	26-NOV-2024		X0708	D	LIVE		
0001951775-24-000001	021-463431               	26-NOV-2024		X0708	D/A	LIVE		
0001694617-24-000003	021-530533               	26-NOV-2024	1311	X0708	D	LIVE		
0000950103-24-016780	021-530532               	26-NOV-2024		X0708	D	LIVE		
0001509246-24-000002	021-530531               	26-NOV-2024		X0708	D	LIVE		
0001315863-24-000836	021-530530               	26-NOV-2024		X0708	D	LIVE		
0000950103-24-016778	021-530529               	26-NOV-2024		X0708	D	LIVE		
0002044971-24-000002	021-530528               	26-NOV-2024		X0708	D	LIVE		
0001744491-24-000001	021-486375               	26-NOV-2024		X0708	D/A	LIVE		
0001998394-24-000017	021-497989               	26-NOV-2024		X0708	D/A	LIVE		
0001437749-24-036248	021-530527               	26-NOV-2024		X0708	D	LIVE		
0000899140-24-001306	021-385164               	26-NOV-2024		X0708	D/A	LIVE		
0002046411-24-000001	021-530526               	26-NOV-2024		X0708	D	LIVE		
0001955879-24-000001	021-530525               	26-NOV-2024		X0708	D	LIVE		
0002045166-24-000001	021-530524               	26-NOV-2024		X0708	D	LIVE		
0001895398-24-000002	021-422909               	26-NOV-2024		X0708	D/A	LIVE		
0001895398-24-000001	021-422913               	26-NOV-2024		X0708	D/A	LIVE		
0001830224-24-000002	021-530523               	26-NOV-2024		X0708	D	LIVE		
0001525800-24-000004	021-173839               	26-NOV-2024		X0708	D/A	LIVE		
0001224274-24-000005	021-53797                	26-NOV-2024		X0708	D/A	LIVE		
0002046402-24-000001	021-530522               	26-NOV-2024		X0708	D	LIVE		
0002039266-24-000003	021-389808               	26-NOV-2024		X0708	D/A	LIVE		
0001841356-24-000413	021-530521               	26-NOV-2024		X0708	D	LIVE		
0001398344-24-021776	021-499899               	26-NOV-2024		X0708	D/A	LIVE		
0001841356-24-000412	021-530520               	26-NOV-2024		X0708	D	LIVE		
0001949254-24-000001	021-461437               	26-NOV-2024		X0708	D/A	LIVE		
0001953488-24-000002	021-465500               	26-NOV-2024		X0708	D/A	LIVE		
0002046291-24-000001	021-530519               	26-NOV-2024		X0708	D	LIVE		
0002045782-24-000001	021-530518               	26-NOV-2024		X0708	D	LIVE		
0001953375-24-000003	021-465488               	26-NOV-2024		X0708	D/A	LIVE		
0002044780-24-000001	021-530517               	26-NOV-2024		X0708	D	LIVE		
0001953379-24-000002	021-465505               	26-NOV-2024		X0708	D/A	LIVE		
0001523953-24-000002	021-520591               	26-NOV-2024		X0708	D/A	LIVE		
0002045193-24-000001	021-530516               	26-NOV-2024		X0708	D	LIVE		
0002037812-24-000007	021-525653               	26-NOV-2024		X0708	D/A	LIVE		
0002045942-24-000001	021-530515               	26-NOV-2024		X0708	D	LIVE		
0002029537-24-000001	021-530514               	26-NOV-2024		X0708	D	LIVE		
0002007560-24-000066	021-530513               	26-NOV-2024		X0708	D	LIVE		
0002036160-24-000002	021-530512               	26-NOV-2024		X0708	D	LIVE		
0002045069-24-000001	021-530511               	26-NOV-2024		X0708	D	LIVE		
0002045928-24-000001	021-530510               	26-NOV-2024		X0708	D	LIVE		
0000892712-24-000139	021-530509               	26-NOV-2024		X0708	D	LIVE		
0002039605-24-000001	021-530508               	26-NOV-2024		X0708	D	LIVE		
0001096906-24-002204	021-530507               	26-NOV-2024		X0708	D	LIVE		
0002046182-24-000001	021-530506               	26-NOV-2024		X0708	D	LIVE		
0002044759-24-000002	021-529763               	26-NOV-2024		X0708	D/A	LIVE		
0001841356-24-000411	021-530505               	26-NOV-2024		X0708	D	LIVE		
0002013363-24-000009	021-506154               	26-NOV-2024		X0708	D/A	LIVE		
0002045671-24-000001	021-530504               	26-NOV-2024		X0708	D	LIVE		
0001992299-24-000005	021-525231               	26-NOV-2024		X0708	D/A	LIVE		
0002039266-24-000002	021-500071               	26-NOV-2024		X0708	D/A	LIVE		
0002045780-24-000002	021-530503               	26-NOV-2024		X0708	D	LIVE		
0000950123-24-012100	021-530502               	26-NOV-2024		X0708	D	LIVE		
0002045276-24-000001	021-530501               	26-NOV-2024		X0708	D	LIVE		
0002043315-24-000001	021-530500               	26-NOV-2024		X0708	D	LIVE		
0002046316-24-000001	021-530499               	26-NOV-2024		X0708	D	LIVE		
0001129397-24-000001	021-530498               	26-NOV-2024		X0708	D	LIVE		
0001992299-24-000004	021-493156               	26-NOV-2024		X0708	D/A	LIVE		
0002045871-24-000001	021-530497               	26-NOV-2024		X0708	D	LIVE		
0001992299-24-000003	021-516573               	26-NOV-2024		X0708	D/A	LIVE		
0001562185-24-000001	021-186941               	26-NOV-2024		X0708	D/A	LIVE		
0001492534-24-000002	021-509769               	26-NOV-2024		X0708	D/A	LIVE		
0002041058-24-000001	021-530496               	26-NOV-2024		X0708	D	LIVE		
0001878480-24-000001	021-530495               	26-NOV-2024		X0708	D	LIVE		
0002046121-24-000001	021-530494               	26-NOV-2024		X0708	D	LIVE		
0002022719-24-000011	021-515063               	26-NOV-2024		X0708	D/A	LIVE		
0002039266-24-000001	021-359921               	26-NOV-2024		X0708	D/A	LIVE		
0001512766-24-000001	021-498331               	26-NOV-2024		X0708	D/A	LIVE		
0002041150-24-000002	021-530493               	26-NOV-2024		X0708	D	LIVE		
0001794240-24-000001	021-498495               	26-NOV-2024		X0708	D/A	LIVE		
0002046137-24-000001	021-530492               	26-NOV-2024		X0708	D	LIVE		
